entry_id,entry_date,period,account_code,account_name,entry_type,debit,credit,description,source_doc,customer_id,posted_by,notes
GL-000368,2026-02-18,2026-02,4000,Revenue – Product Sales,Invoice,0,54476.89,Revenue recognition INV-00185,INV-00185,CUST-025,tbrown,
GL-000369,2026-02-12,2026-02,1200,Accounts Receivable,Invoice,20524.92,0,Invoice INV-00186 – CUST-025,INV-00186,CUST-025,arogers,
GL-000370,2026-02-12,2026-02,4000,Revenue – Product Sales,Invoice,0,20524.92,Revenue recognition INV-00186,INV-00186,CUST-025,jsmith,
GL-000371,2026-02-14,2026-02,1200,Accounts Receivable,Invoice,24223.93,0,Invoice INV-00187 – CUST-026,INV-00187,CUST-026,arogers,
GL-000372,2026-02-14,2026-02,4000,Revenue – Product Sales,Invoice,0,24223.93,Revenue recognition INV-00187,INV-00187,CUST-026,arogers,
GL-000373,2026-02-12,2026-02,1200,Accounts Receivable,Invoice,257267.89,0,Invoice INV-00188 – CUST-026,INV-00188,CUST-026,mlopez,
GL-000374,2026-02-12,2026-02,4000,Revenue – Product Sales,Invoice,0,257267.89,Revenue recognition INV-00188,INV-00188,CUST-026,jsmith,
GL-000375,2026-02-20,2026-02,1200,Accounts Receivable,Invoice,96131.08,0,Invoice INV-00189 – CUST-026,INV-00189,CUST-026,arogers,
GL-000376,2026-02-20,2026-02,4000,Revenue – Product Sales,Invoice,0,96131.08,Revenue recognition INV-00189,INV-00189,CUST-026,jsmith,
GL-000377,2026-02-02,2026-02,1200,Accounts Receivable,Invoice,37379.37,0,Invoice INV-00190 – CUST-026,INV-00190,CUST-026,jsmith,
GL-000378,2026-02-02,2026-02,4000,Revenue – Product Sales,Invoice,0,37379.37,Revenue recognition INV-00190,INV-00190,CUST-026,arogers,
GL-000379,2026-02-03,2026-02,1200,Accounts Receivable,Invoice,320977.96,0,Invoice INV-00191 – CUST-027,INV-00191,CUST-027,arogers,
GL-000380,2026-02-03,2026-02,4000,Revenue – Product Sales,Invoice,0,320977.96,Revenue recognition INV-00191,INV-00191,CUST-027,jsmith,
GL-000381,2026-02-19,2026-02,1200,Accounts Receivable,Invoice,45622.63,0,Invoice INV-00192 – CUST-028,INV-00192,CUST-028,tbrown,
GL-000382,2026-02-19,2026-02,4000,Revenue – Product Sales,Invoice,0,45622.63,Revenue recognition INV-00192,INV-00192,CUST-028,tbrown,
GL-000383,2026-02-20,2026-02,1200,Accounts Receivable,Invoice,76007.16,0,Invoice INV-00193 – CUST-029,INV-00193,CUST-029,jsmith,
GL-000384,2026-02-20,2026-02,4000,Revenue – Product Sales,Invoice,0,76007.16,Revenue recognition INV-00193,INV-00193,CUST-029,jsmith,
GL-000385,2026-02-07,2026-02,1200,Accounts Receivable,Invoice,92357.95,0,Invoice INV-00194 – CUST-030,INV-00194,CUST-030,tbrown,
GL-000386,2026-02-07,2026-02,4000,Revenue – Product Sales,Invoice,0,92357.95,Revenue recognition INV-00194,INV-00194,CUST-030,tbrown,
GL-000387,2026-02-24,2026-02,1200,Accounts Receivable,Invoice,37987.94,0,Invoice INV-00195 – CUST-031,INV-00195,CUST-031,mlopez,
GL-000388,2026-02-24,2026-02,4000,Revenue – Product Sales,Invoice,0,37987.94,Revenue recognition INV-00195,INV-00195,CUST-031,tbrown,
GL-000389,2026-02-22,2026-02,1200,Accounts Receivable,Invoice,44397.53,0,Invoice INV-00196 – CUST-032,INV-00196,CUST-032,tbrown,
GL-000390,2026-02-22,2026-02,4000,Revenue – Product Sales,Invoice,0,44397.53,Revenue recognition INV-00196,INV-00196,CUST-032,kchan,
GL-000391,2026-02-24,2026-02,1200,Accounts Receivable,Invoice,30311.83,0,Invoice INV-00197 – CUST-033,INV-00197,CUST-033,arogers,
GL-000392,2026-02-24,2026-02,4000,Revenue – Product Sales,Invoice,0,30311.83,Revenue recognition INV-00197,INV-00197,CUST-033,mlopez,
GL-000393,2026-02-14,2026-02,1200,Accounts Receivable,Invoice,80062.75,0,Invoice INV-00198 – CUST-034,INV-00198,CUST-034,mlopez,
GL-000394,2026-02-14,2026-02,4000,Revenue – Product Sales,Invoice,0,80062.75,Revenue recognition INV-00198,INV-00198,CUST-034,jsmith,
GL-000395,2026-02-04,2026-02,1200,Accounts Receivable,Invoice,63577.29,0,Invoice INV-00199 – CUST-035,INV-00199,CUST-035,kchan,
GL-000396,2026-02-04,2026-02,4000,Revenue – Product Sales,Invoice,0,63577.29,Revenue recognition INV-00199,INV-00199,CUST-035,arogers,
GL-000397,2026-02-12,2026-02,1200,Accounts Receivable,Invoice,99730.14,0,Invoice INV-00200 – CUST-036,INV-00200,CUST-036,mlopez,
GL-000398,2026-02-12,2026-02,4000,Revenue – Product Sales,Invoice,0,99730.14,Revenue recognition INV-00200,INV-00200,CUST-036,tbrown,
GL-000399,2026-02-26,2026-02,1200,Accounts Receivable,Invoice,93917.25,0,Invoice INV-00201 – CUST-036,INV-00201,CUST-036,tbrown,
GL-000400,2026-02-26,2026-02,4000,Revenue – Product Sales,Invoice,0,93917.25,Revenue recognition INV-00201,INV-00201,CUST-036,tbrown,
GL-000401,2026-02-22,2026-02,1200,Accounts Receivable,Invoice,9996.36,0,Invoice INV-00202 – CUST-036,INV-00202,CUST-036,arogers,
GL-000402,2026-02-22,2026-02,4000,Revenue – Product Sales,Invoice,0,9996.36,Revenue recognition INV-00202,INV-00202,CUST-036,mlopez,
GL-000403,2026-02-12,2026-02,1200,Accounts Receivable,Invoice,101734.59,0,Invoice INV-00203 – CUST-037,INV-00203,CUST-037,arogers,
GL-000404,2026-02-12,2026-02,4000,Revenue – Product Sales,Invoice,0,101734.59,Revenue recognition INV-00203,INV-00203,CUST-037,jsmith,
GL-000405,2026-02-24,2026-02,1200,Accounts Receivable,Invoice,77978.69,0,Invoice INV-00204 – CUST-037,INV-00204,CUST-037,jsmith,
GL-000406,2026-02-24,2026-02,4000,Revenue – Product Sales,Invoice,0,77978.69,Revenue recognition INV-00204,INV-00204,CUST-037,kchan,
GL-000407,2026-02-06,2026-02,1200,Accounts Receivable,Invoice,170253.12,0,Invoice INV-00205 – CUST-038,INV-00205,CUST-038,jsmith,
GL-000408,2026-02-06,2026-02,4000,Revenue – Product Sales,Invoice,0,170253.12,Revenue recognition INV-00205,INV-00205,CUST-038,mlopez,
GL-000409,2026-02-05,2026-02,1200,Accounts Receivable,Invoice,95271.02,0,Invoice INV-00206 – CUST-039,INV-00206,CUST-039,mlopez,
GL-000410,2026-02-05,2026-02,4000,Revenue – Product Sales,Invoice,0,95271.02,Revenue recognition INV-00206,INV-00206,CUST-039,mlopez,
GL-000411,2026-02-16,2026-02,1200,Accounts Receivable,Invoice,200843.86,0,Invoice INV-00207 – CUST-040,INV-00207,CUST-040,tbrown,
GL-000412,2026-02-16,2026-02,4000,Revenue – Product Sales,Invoice,0,200843.86,Revenue recognition INV-00207,INV-00207,CUST-040,tbrown,
GL-000413,2026-02-14,2026-02,1200,Accounts Receivable,Invoice,50136.54,0,Invoice INV-00208 – CUST-041,INV-00208,CUST-041,mlopez,
GL-000414,2026-02-14,2026-02,4000,Revenue – Product Sales,Invoice,0,50136.54,Revenue recognition INV-00208,INV-00208,CUST-041,jsmith,
GL-000415,2026-02-02,2026-02,1200,Accounts Receivable,Invoice,112332.26,0,Invoice INV-00209 – CUST-042,INV-00209,CUST-042,jsmith,
GL-000416,2026-02-02,2026-02,4000,Revenue – Product Sales,Invoice,0,112332.26,Revenue recognition INV-00209,INV-00209,CUST-042,kchan,
GL-000417,2026-02-25,2026-02,1200,Accounts Receivable,Invoice,43180.58,0,Invoice INV-00210 – CUST-043,INV-00210,CUST-043,arogers,
GL-000418,2026-02-25,2026-02,4000,Revenue – Product Sales,Invoice,0,43180.58,Revenue recognition INV-00210,INV-00210,CUST-043,kchan,
GL-000419,2026-02-06,2026-02,1200,Accounts Receivable,Invoice,312985.02,0,Invoice INV-00211 – CUST-044,INV-00211,CUST-044,arogers,
GL-000420,2026-02-06,2026-02,4000,Revenue – Product Sales,Invoice,0,312985.02,Revenue recognition INV-00211,INV-00211,CUST-044,jsmith,
GL-000421,2026-02-27,2026-02,1200,Accounts Receivable,Invoice,49203.15,0,Invoice INV-00212 – CUST-044,INV-00212,CUST-044,mlopez,
GL-000422,2026-02-27,2026-02,4000,Revenue – Product Sales,Invoice,0,49203.15,Revenue recognition INV-00212,INV-00212,CUST-044,tbrown,
GL-000423,2026-02-01,2026-02,1200,Accounts Receivable,Invoice,103805.61,0,Invoice INV-00213 – CUST-044,INV-00213,CUST-044,kchan,
GL-000424,2026-02-01,2026-02,4000,Revenue – Product Sales,Invoice,0,103805.61,Revenue recognition INV-00213,INV-00213,CUST-044,kchan,
GL-000425,2026-02-14,2026-02,1200,Accounts Receivable,Invoice,366307.41,0,Invoice INV-00214 – CUST-045,INV-00214,CUST-045,jsmith,
GL-000426,2026-02-14,2026-02,4000,Revenue – Product Sales,Invoice,0,366307.41,Revenue recognition INV-00214,INV-00214,CUST-045,arogers,
GL-000427,2026-02-20,2026-02,1200,Accounts Receivable,Invoice,25460.14,0,Invoice INV-00215 – CUST-045,INV-00215,CUST-045,kchan,
GL-000428,2026-02-20,2026-02,4000,Revenue – Product Sales,Invoice,0,25460.14,Revenue recognition INV-00215,INV-00215,CUST-045,arogers,
GL-000429,2026-02-13,2026-02,1200,Accounts Receivable,Invoice,132370.19,0,Invoice INV-00216 – CUST-046,INV-00216,CUST-046,kchan,
GL-000430,2026-02-13,2026-02,4000,Revenue – Product Sales,Invoice,0,132370.19,Revenue recognition INV-00216,INV-00216,CUST-046,mlopez,
GL-000431,2026-02-08,2026-02,1200,Accounts Receivable,Invoice,103212.86,0,Invoice INV-00217 – CUST-046,INV-00217,CUST-046,jsmith,
GL-000432,2026-02-08,2026-02,4000,Revenue – Product Sales,Invoice,0,103212.86,Revenue recognition INV-00217,INV-00217,CUST-046,arogers,
GL-000433,2026-02-12,2026-02,1200,Accounts Receivable,Invoice,64659.99,0,Invoice INV-00218 – CUST-047,INV-00218,CUST-047,jsmith,
GL-000434,2026-02-12,2026-02,4000,Revenue – Product Sales,Invoice,0,64659.99,Revenue recognition INV-00218,INV-00218,CUST-047,tbrown,
GL-000435,2026-02-05,2026-02,1200,Accounts Receivable,Invoice,79715.17,0,Invoice INV-00219 – CUST-048,INV-00219,CUST-048,jsmith,
GL-000436,2026-02-05,2026-02,4000,Revenue – Product Sales,Invoice,0,79715.17,Revenue recognition INV-00219,INV-00219,CUST-048,arogers,
GL-000437,2026-02-19,2026-02,1200,Accounts Receivable,Invoice,178813.94,0,Invoice INV-00220 – CUST-048,INV-00220,CUST-048,arogers,
GL-000438,2026-02-19,2026-02,4000,Revenue – Product Sales,Invoice,0,178813.94,Revenue recognition INV-00220,INV-00220,CUST-048,tbrown,
GL-000439,2026-02-21,2026-02,1200,Accounts Receivable,Invoice,13392.74,0,Invoice INV-00221 – CUST-048,INV-00221,CUST-048,tbrown,
GL-000440,2026-02-21,2026-02,4000,Revenue – Product Sales,Invoice,0,13392.74,Revenue recognition INV-00221,INV-00221,CUST-048,kchan,
GL-000441,2026-02-19,2026-02,1200,Accounts Receivable,Invoice,133736.35,0,Invoice INV-00222 – CUST-049,INV-00222,CUST-049,arogers,
GL-000442,2026-02-19,2026-02,4000,Revenue – Product Sales,Invoice,0,133736.35,Revenue recognition INV-00222,INV-00222,CUST-049,jsmith,
GL-000443,2026-02-02,2026-02,1200,Accounts Receivable,Invoice,41632.86,0,Invoice INV-00223 – CUST-049,INV-00223,CUST-049,tbrown,
GL-000444,2026-02-02,2026-02,4000,Revenue – Product Sales,Invoice,0,41632.86,Revenue recognition INV-00223,INV-00223,CUST-049,jsmith,
GL-000445,2026-02-28,2026-02,1200,Accounts Receivable,Invoice,13795.17,0,Invoice INV-00224 – CUST-049,INV-00224,CUST-049,tbrown,
GL-000446,2026-02-28,2026-02,4000,Revenue – Product Sales,Invoice,0,13795.17,Revenue recognition INV-00224,INV-00224,CUST-049,arogers,
GL-000447,2026-02-26,2026-02,1200,Accounts Receivable,Invoice,17373.36,0,Invoice INV-00225 – CUST-050,INV-00225,CUST-050,tbrown,
GL-000448,2026-02-26,2026-02,4000,Revenue – Product Sales,Invoice,0,17373.36,Revenue recognition INV-00225,INV-00225,CUST-050,arogers,
GL-000449,2026-02-15,2026-02,1200,Accounts Receivable,Invoice,56971.53,0,Invoice INV-00226 – CUST-051,INV-00226,CUST-051,tbrown,
GL-000450,2026-02-15,2026-02,4000,Revenue – Product Sales,Invoice,0,56971.53,Revenue recognition INV-00226,INV-00226,CUST-051,kchan,
GL-000451,2026-02-23,2026-02,1200,Accounts Receivable,Invoice,40030.56,0,Invoice INV-00227 – CUST-052,INV-00227,CUST-052,tbrown,
GL-000452,2026-02-23,2026-02,4000,Revenue – Product Sales,Invoice,0,40030.56,Revenue recognition INV-00227,INV-00227,CUST-052,kchan,
GL-000453,2026-02-10,2026-02,1200,Accounts Receivable,Invoice,56017.21,0,Invoice INV-00228 – CUST-053,INV-00228,CUST-053,kchan,
GL-000454,2026-02-10,2026-02,4000,Revenue – Product Sales,Invoice,0,56017.21,Revenue recognition INV-00228,INV-00228,CUST-053,jsmith,
GL-000455,2026-02-21,2026-02,1200,Accounts Receivable,Invoice,93271.07,0,Invoice INV-00229 – CUST-054,INV-00229,CUST-054,arogers,
GL-000456,2026-02-21,2026-02,4000,Revenue – Product Sales,Invoice,0,93271.07,Revenue recognition INV-00229,INV-00229,CUST-054,tbrown,
GL-000457,2026-02-24,2026-02,1200,Accounts Receivable,Invoice,42725.62,0,Invoice INV-00230 – CUST-055,INV-00230,CUST-055,tbrown,
GL-000458,2026-02-24,2026-02,4000,Revenue – Product Sales,Invoice,0,42725.62,Revenue recognition INV-00230,INV-00230,CUST-055,mlopez,
GL-000459,2026-02-10,2026-02,1200,Accounts Receivable,Invoice,24842.11,0,Invoice INV-00231 – CUST-056,INV-00231,CUST-056,tbrown,
GL-000460,2026-02-10,2026-02,4000,Revenue – Product Sales,Invoice,0,24842.11,Revenue recognition INV-00231,INV-00231,CUST-056,arogers,
GL-000461,2026-02-21,2026-02,1200,Accounts Receivable,Invoice,25577.37,0,Invoice INV-00232 – CUST-057,INV-00232,CUST-057,arogers,
GL-000462,2026-02-21,2026-02,4000,Revenue – Product Sales,Invoice,0,25577.37,Revenue recognition INV-00232,INV-00232,CUST-057,tbrown,
GL-000463,2026-02-03,2026-02,1200,Accounts Receivable,Invoice,39709.54,0,Invoice INV-00233 – CUST-058,INV-00233,CUST-058,kchan,
GL-000464,2026-02-03,2026-02,4000,Revenue – Product Sales,Invoice,0,39709.54,Revenue recognition INV-00233,INV-00233,CUST-058,mlopez,
GL-000465,2026-02-11,2026-02,1200,Accounts Receivable,Invoice,14791.3,0,Invoice INV-00234 – CUST-059,INV-00234,CUST-059,arogers,
GL-000466,2026-02-11,2026-02,4000,Revenue – Product Sales,Invoice,0,14791.3,Revenue recognition INV-00234,INV-00234,CUST-059,mlopez,
GL-000467,2026-02-26,2026-02,1200,Accounts Receivable,Invoice,3506.21,0,Invoice INV-00235 – CUST-060,INV-00235,CUST-060,mlopez,
GL-000468,2026-02-26,2026-02,4000,Revenue – Product Sales,Invoice,0,3506.21,Revenue recognition INV-00235,INV-00235,CUST-060,arogers,
GL-000469,2026-03-11,2026-03,1200,Accounts Receivable,Invoice,392876.73,0,Invoice INV-00236 – CUST-001,INV-00236,CUST-001,kchan,
GL-000470,2026-03-11,2026-03,4000,Revenue – Product Sales,Invoice,0,392876.73,Revenue recognition INV-00236,INV-00236,CUST-001,kchan,
GL-000471,2026-03-27,2026-03,1200,Accounts Receivable,Invoice,56433.71,0,Invoice INV-00237 – CUST-001,INV-00237,CUST-001,arogers,
GL-000472,2026-03-27,2026-03,4000,Revenue – Product Sales,Invoice,0,56433.71,Revenue recognition INV-00237,INV-00237,CUST-001,tbrown,
GL-000473,2026-03-22,2026-03,1200,Accounts Receivable,Invoice,17988.7,0,Invoice INV-00238 – CUST-001,INV-00238,CUST-001,tbrown,
GL-000474,2026-03-22,2026-03,4000,Revenue – Product Sales,Invoice,0,17988.7,Revenue recognition INV-00238,INV-00238,CUST-001,mlopez,
GL-000475,2026-03-08,2026-03,1200,Accounts Receivable,Invoice,705456.54,0,Invoice INV-00239 – CUST-002,INV-00239,CUST-002,tbrown,
GL-000476,2026-03-08,2026-03,4000,Revenue – Product Sales,Invoice,0,705456.54,Revenue recognition INV-00239,INV-00239,CUST-002,mlopez,
GL-000477,2026-03-19,2026-03,1200,Accounts Receivable,Invoice,195090.79,0,Invoice INV-00240 – CUST-002,INV-00240,CUST-002,tbrown,
GL-000478,2026-03-19,2026-03,4000,Revenue – Product Sales,Invoice,0,195090.79,Revenue recognition INV-00240,INV-00240,CUST-002,kchan,
GL-000479,2026-03-17,2026-03,1200,Accounts Receivable,Invoice,161763.57,0,Invoice INV-00241 – CUST-002,INV-00241,CUST-002,kchan,
GL-000480,2026-03-17,2026-03,4000,Revenue – Product Sales,Invoice,0,161763.57,Revenue recognition INV-00241,INV-00241,CUST-002,kchan,
GL-000481,2026-03-09,2026-03,1200,Accounts Receivable,Invoice,35514.79,0,Invoice INV-00242 – CUST-002,INV-00242,CUST-002,tbrown,
GL-000482,2026-03-09,2026-03,4000,Revenue – Product Sales,Invoice,0,35514.79,Revenue recognition INV-00242,INV-00242,CUST-002,mlopez,
GL-000483,2026-03-17,2026-03,1200,Accounts Receivable,Invoice,8675.0,0,Invoice INV-00243 – CUST-002,INV-00243,CUST-002,mlopez,
GL-000484,2026-03-17,2026-03,4000,Revenue – Product Sales,Invoice,0,8675.0,Revenue recognition INV-00243,INV-00243,CUST-002,kchan,
GL-000485,2026-03-30,2026-03,1200,Accounts Receivable,Invoice,496166.3,0,Invoice INV-00244 – CUST-003,INV-00244,CUST-003,kchan,
GL-000486,2026-03-30,2026-03,4000,Revenue – Product Sales,Invoice,0,496166.3,Revenue recognition INV-00244,INV-00244,CUST-003,tbrown,
GL-000487,2026-03-13,2026-03,1200,Accounts Receivable,Invoice,16059.59,0,Invoice INV-00245 – CUST-003,INV-00245,CUST-003,tbrown,
GL-000488,2026-03-13,2026-03,4000,Revenue – Product Sales,Invoice,0,16059.59,Revenue recognition INV-00245,INV-00245,CUST-003,mlopez,
GL-000489,2026-03-01,2026-03,1200,Accounts Receivable,Invoice,35774.21,0,Invoice INV-00246 – CUST-003,INV-00246,CUST-003,jsmith,
GL-000490,2026-03-01,2026-03,4000,Revenue – Product Sales,Invoice,0,35774.21,Revenue recognition INV-00246,INV-00246,CUST-003,mlopez,
GL-000491,2026-03-10,2026-03,1200,Accounts Receivable,Invoice,266303.97,0,Invoice INV-00247 – CUST-004,INV-00247,CUST-004,tbrown,
GL-000492,2026-03-10,2026-03,4000,Revenue – Product Sales,Invoice,0,266303.97,Revenue recognition INV-00247,INV-00247,CUST-004,arogers,
GL-000493,2026-03-01,2026-03,1200,Accounts Receivable,Invoice,391904.62,0,Invoice INV-00248 – CUST-004,INV-00248,CUST-004,tbrown,
GL-000494,2026-03-01,2026-03,4000,Revenue – Product Sales,Invoice,0,391904.62,Revenue recognition INV-00248,INV-00248,CUST-004,tbrown,
GL-000495,2026-03-24,2026-03,1200,Accounts Receivable,Invoice,78827.28,0,Invoice INV-00249 – CUST-004,INV-00249,CUST-004,arogers,
GL-000496,2026-03-24,2026-03,4000,Revenue – Product Sales,Invoice,0,78827.28,Revenue recognition INV-00249,INV-00249,CUST-004,tbrown,
GL-000497,2026-03-04,2026-03,1200,Accounts Receivable,Invoice,149476.09,0,Invoice INV-00250 – CUST-004,INV-00250,CUST-004,mlopez,
GL-000498,2026-03-04,2026-03,4000,Revenue – Product Sales,Invoice,0,149476.09,Revenue recognition INV-00250,INV-00250,CUST-004,arogers,
GL-000499,2026-03-27,2026-03,1200,Accounts Receivable,Invoice,311338.61,0,Invoice INV-00251 – CUST-005,INV-00251,CUST-005,jsmith,
GL-000500,2026-03-27,2026-03,4000,Revenue – Product Sales,Invoice,0,311338.61,Revenue recognition INV-00251,INV-00251,CUST-005,tbrown,
GL-000501,2026-03-08,2026-03,1200,Accounts Receivable,Invoice,189821.71,0,Invoice INV-00252 – CUST-005,INV-00252,CUST-005,jsmith,
GL-000502,2026-03-08,2026-03,4000,Revenue – Product Sales,Invoice,0,189821.71,Revenue recognition INV-00252,INV-00252,CUST-005,jsmith,
GL-000503,2026-03-06,2026-03,1200,Accounts Receivable,Invoice,244661.56,0,Invoice INV-00253 – CUST-006,INV-00253,CUST-006,arogers,
GL-000504,2026-03-06,2026-03,4000,Revenue – Product Sales,Invoice,0,244661.56,Revenue recognition INV-00253,INV-00253,CUST-006,kchan,
GL-000505,2026-03-26,2026-03,1200,Accounts Receivable,Invoice,288842.51,0,Invoice INV-00254 – CUST-006,INV-00254,CUST-006,jsmith,
GL-000506,2026-03-26,2026-03,4000,Revenue – Product Sales,Invoice,0,288842.51,Revenue recognition INV-00254,INV-00254,CUST-006,jsmith,
GL-000507,2026-03-21,2026-03,1200,Accounts Receivable,Invoice,85472.84,0,Invoice INV-00255 – CUST-006,INV-00255,CUST-006,kchan,
GL-000508,2026-03-21,2026-03,4000,Revenue – Product Sales,Invoice,0,85472.84,Revenue recognition INV-00255,INV-00255,CUST-006,mlopez,
GL-000509,2026-03-03,2026-03,1200,Accounts Receivable,Invoice,3165.68,0,Invoice INV-00256 – CUST-006,INV-00256,CUST-006,kchan,
GL-000510,2026-03-03,2026-03,4000,Revenue – Product Sales,Invoice,0,3165.68,Revenue recognition INV-00256,INV-00256,CUST-006,mlopez,
GL-000511,2026-03-24,2026-03,1200,Accounts Receivable,Invoice,264.05,0,Invoice INV-00257 – CUST-006,INV-00257,CUST-006,mlopez,
GL-000512,2026-03-24,2026-03,4000,Revenue – Product Sales,Invoice,0,264.05,Revenue recognition INV-00257,INV-00257,CUST-006,kchan,
GL-000513,2026-03-27,2026-03,1200,Accounts Receivable,Invoice,420195.87,0,Invoice INV-00258 – CUST-007,INV-00258,CUST-007,jsmith,
GL-000514,2026-03-27,2026-03,4000,Revenue – Product Sales,Invoice,0,420195.87,Revenue recognition INV-00258,INV-00258,CUST-007,mlopez,
GL-000515,2026-03-23,2026-03,1200,Accounts Receivable,Invoice,58263.7,0,Invoice INV-00259 – CUST-007,INV-00259,CUST-007,kchan,
GL-000516,2026-03-23,2026-03,4000,Revenue – Product Sales,Invoice,0,58263.7,Revenue recognition INV-00259,INV-00259,CUST-007,tbrown,
GL-000517,2026-03-29,2026-03,1200,Accounts Receivable,Invoice,4171.55,0,Invoice INV-00260 – CUST-007,INV-00260,CUST-007,jsmith,
GL-000518,2026-03-29,2026-03,4000,Revenue – Product Sales,Invoice,0,4171.55,Revenue recognition INV-00260,INV-00260,CUST-007,mlopez,
GL-000519,2026-03-02,2026-03,1200,Accounts Receivable,Invoice,338601.36,0,Invoice INV-00261 – CUST-008,INV-00261,CUST-008,arogers,
GL-000520,2026-03-02,2026-03,4000,Revenue – Product Sales,Invoice,0,338601.36,Revenue recognition INV-00261,INV-00261,CUST-008,jsmith,
GL-000521,2026-03-11,2026-03,1200,Accounts Receivable,Invoice,10606.27,0,Invoice INV-00262 – CUST-008,INV-00262,CUST-008,tbrown,
GL-000522,2026-03-11,2026-03,4000,Revenue – Product Sales,Invoice,0,10606.27,Revenue recognition INV-00262,INV-00262,CUST-008,tbrown,
GL-000523,2026-03-29,2026-03,1200,Accounts Receivable,Invoice,225852.0,0,Invoice INV-00263 – CUST-009,INV-00263,CUST-009,kchan,
GL-000524,2026-03-29,2026-03,4000,Revenue – Product Sales,Invoice,0,225852.0,Revenue recognition INV-00263,INV-00263,CUST-009,tbrown,
GL-000525,2026-03-26,2026-03,1200,Accounts Receivable,Invoice,99024.98,0,Invoice INV-00264 – CUST-009,INV-00264,CUST-009,arogers,
GL-000526,2026-03-26,2026-03,4000,Revenue – Product Sales,Invoice,0,99024.98,Revenue recognition INV-00264,INV-00264,CUST-009,kchan,
GL-000527,2026-03-27,2026-03,1200,Accounts Receivable,Invoice,72550.93,0,Invoice INV-00265 – CUST-010,INV-00265,CUST-010,tbrown,
GL-000528,2026-03-27,2026-03,4000,Revenue – Product Sales,Invoice,0,72550.93,Revenue recognition INV-00265,INV-00265,CUST-010,mlopez,
GL-000529,2026-03-22,2026-03,1200,Accounts Receivable,Invoice,46322.87,0,Invoice INV-00266 – CUST-010,INV-00266,CUST-010,jsmith,
GL-000530,2026-03-22,2026-03,4000,Revenue – Product Sales,Invoice,0,46322.87,Revenue recognition INV-00266,INV-00266,CUST-010,arogers,
GL-000531,2026-03-15,2026-03,1200,Accounts Receivable,Invoice,320164.81,0,Invoice INV-00267 – CUST-010,INV-00267,CUST-010,arogers,
GL-000532,2026-03-15,2026-03,4000,Revenue – Product Sales,Invoice,0,320164.81,Revenue recognition INV-00267,INV-00267,CUST-010,arogers,
GL-000533,2026-03-14,2026-03,1200,Accounts Receivable,Invoice,77553.27,0,Invoice INV-00268 – CUST-010,INV-00268,CUST-010,mlopez,
GL-000534,2026-03-14,2026-03,4000,Revenue – Product Sales,Invoice,0,77553.27,Revenue recognition INV-00268,INV-00268,CUST-010,tbrown,
GL-000535,2026-03-26,2026-03,1200,Accounts Receivable,Invoice,21798.21,0,Invoice INV-00269 – CUST-010,INV-00269,CUST-010,jsmith,
GL-000536,2026-03-26,2026-03,4000,Revenue – Product Sales,Invoice,0,21798.21,Revenue recognition INV-00269,INV-00269,CUST-010,jsmith,
GL-000537,2026-03-03,2026-03,1200,Accounts Receivable,Invoice,8632.65,0,Invoice INV-00270 – CUST-010,INV-00270,CUST-010,mlopez,
GL-000538,2026-03-03,2026-03,4000,Revenue – Product Sales,Invoice,0,8632.65,Revenue recognition INV-00270,INV-00270,CUST-010,kchan,
GL-000539,2026-03-22,2026-03,1200,Accounts Receivable,Invoice,6227.61,0,Invoice INV-00271 – CUST-010,INV-00271,CUST-010,tbrown,
GL-000540,2026-03-22,2026-03,4000,Revenue – Product Sales,Invoice,0,6227.61,Revenue recognition INV-00271,INV-00271,CUST-010,arogers,
GL-000541,2026-03-12,2026-03,1200,Accounts Receivable,Invoice,1126354.42,0,Invoice INV-00272 – CUST-011,INV-00272,CUST-011,kchan,
GL-000542,2026-03-12,2026-03,4000,Revenue – Product Sales,Invoice,0,1126354.42,Revenue recognition INV-00272,INV-00272,CUST-011,mlopez,
GL-000543,2026-03-01,2026-03,1200,Accounts Receivable,Invoice,118573.52,0,Invoice INV-00273 – CUST-011,INV-00273,CUST-011,tbrown,
GL-000544,2026-03-01,2026-03,4000,Revenue – Product Sales,Invoice,0,118573.52,Revenue recognition INV-00273,INV-00273,CUST-011,tbrown,
GL-000545,2026-03-25,2026-03,1200,Accounts Receivable,Invoice,100379.55,0,Invoice INV-00274 – CUST-011,INV-00274,CUST-011,tbrown,
GL-000546,2026-03-25,2026-03,4000,Revenue – Product Sales,Invoice,0,100379.55,Revenue recognition INV-00274,INV-00274,CUST-011,kchan,
GL-000547,2026-03-16,2026-03,1200,Accounts Receivable,Invoice,37818.37,0,Invoice INV-00275 – CUST-011,INV-00275,CUST-011,kchan,
GL-000548,2026-03-16,2026-03,4000,Revenue – Product Sales,Invoice,0,37818.37,Revenue recognition INV-00275,INV-00275,CUST-011,mlopez,
GL-000549,2026-03-31,2026-03,1200,Accounts Receivable,Invoice,154809.01,0,Invoice INV-00276 – CUST-012,INV-00276,CUST-012,arogers,
GL-000550,2026-03-31,2026-03,4000,Revenue – Product Sales,Invoice,0,154809.01,Revenue recognition INV-00276,INV-00276,CUST-012,kchan,
GL-000551,2026-03-29,2026-03,1200,Accounts Receivable,Invoice,1197294.63,0,Invoice INV-00277 – CUST-012,INV-00277,CUST-012,jsmith,
